,Unnamed: 0.2,Unnamed: 0.1,index,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,nconst,primaryName,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Talk-Show,Thriller,War,Western,Action.1,Adult.1,Adventure.1,Animation.1,Biography.1,Comedy.1,Crime.1,Documentary.1,Drama.1,Family.1,Fantasy.1,Film-Noir.1,History.1,Horror.1,Music.1,Musical.1,Mystery.1,News.1,Reality-TV.1,Romance.1,Sci-Fi.1,Sport.1,Thriller.1,War.1,Western.1,Action.2,Adult.2,Adventure.2,Animation.2,Biography.2,Comedy.2,Crime.2,Documentary.2,Drama.2,Family.2,Fantasy.2,Film-Noir.2,History.2,Horror.2,Music.2,Musical.2,Mystery.2,News.2,Reality-TV.2,Romance.2,Sci-Fi.2,Sport.2,Thriller.2,War.2,Western.2,region_x,region_y,origin,Language
18348,18887,78667,104059,104059,tt0145487,movie,Spider-Man,Spider-Man,0,2002,121,"['Action', 'Adventure', 'Sci-Fi']",7.4,834734.0,nm0000600,"['nm0001497', 'nm0000379', 'nm0000353', 'nm0290556']","['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['ZA', '\\N', 'FI', 'AE', 'HU', 'JP', 'IS', 'MX', 'TH', 'CZ', 'LV', 'CZ', 'SE', 'RO', 'EE', 'IR', 'FI', 'GR', 'HK', 'TW', 'BG', 'PT', 'JP', 'IN', 'KR', 'GR', 'SK', 'ES', 'NL', 'PH', 'IN', 'RS', 'SG', 'PL', 'IN', 'GB', 'IN', 'ES', 'IN', 'BR', 'SE', 'EC', 'IN', 'UA', 'CA', 'DE', 'IE', 'PE', 'US', 'VN', 'IN', 'AR', 'AT', 'EG', 'UY', 'US', 'FR', 'IL', 'IT', 'RU', 'US', 'LT', 'CA', 'IN', 'ID', 'AU', 'TR', 'IN', 'NZ', 'UZ', 'IN']",Not US,
23743,25368,140177,228013,228013,tt0416449,movie,300,300,0,2006,117,"['Action', 'Drama']",7.6,834266.0,nm0811583,"['nm0124930', 'nm0372176', 'nm0920992', 'nm0922035']","['Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['CO', 'CA', 'TR', 'GB', 'EC', 'US', 'DE', 'UA', 'PE', 'IN', 'VE', 'PA', 'BR', 'IL', 'IN', 'IT', 'MX', 'XWW', 'FR', 'VN', 'ID', 'CA', 'US', 'SK', 'SG', 'PL', 'AU', 'ZA', 'CZ', 'EG', '\\N', 'RU', 'RO', 'AE', 'UY', 'LV', 'RS', 'TH', 'SE', 'AR', 'GR', 'IN', 'KR', 'HR', 'UZ', 'PT', 'NL', 'TW', 'JP', 'PH', 'BG', 'ES', 'HK', 'HU']",Not US,
37120,41142,226028,523140,523140,tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,99,"['Adventure', 'Comedy', 'Crime']",8.1,834026.0,nm0027572,"['nm0000146', 'nm0000719', 'nm0023832', 'nm0004778']","['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['MX', 'CA', 'PH', 'PL', 'TW', 'KR', 'RU', 'PT', 'GB', 'TH', 'FR', 'NL', 'AZ', 'SE', 'EC', 'GR', 'IN', 'EE', 'HK', 'UA', 'SI', 'GR', 'IE', 'AE', 'CA', 'PE', 'IT', 'ZA', 'AU', 'NZ', 'CH', 'CZ', 'VN', 'VE', '\\N', 'SK', 'CO', 'BR', 'RO', 'ID', 'ES', 'LT', 'CH', 'RS', 'CH', 'HR', 'IL', 'EG', 'JP', 'LV', 'UY', 'AR', 'IR', 'TR', 'HU', 'DE', 'SG', 'US', 'CA', 'CL', 'CN', 'IN', 'BG']",US,en
29996,32689,176667,337064,337064,tt1228705,movie,Iron Man 2,Iron Man 2,0,2010,124,"['Action', 'Sci-Fi']",6.9,833566.0,nm0269463,"['nm0000375', 'nm0000620', 'nm0000569', 'nm0000332']","['Robert Downey Jr.', 'Mickey Rourke', 'Gwyneth Paltrow', 'Don Cheadle']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['GR', 'LV', 'US', 'KR', 'CA', 'ID', 'JP', 'PL', 'SG', 'GB', 'GB', 'CN', 'NL', 'US', 'LT', 'ZA', 'ES', 'TR', 'EG', 'GE', 'UA', 'RO', 'DE', 'TH', 'EC', 'US', 'CZ', 'IL', 'SK', 'US', 'US', 'BG', 'CZ', 'FR', 'IT', 'MX', 'JP', 'IN', 'RU', 'PH', 'PT', 'US', 'HU', 'IN', 'RS', 'AU', 'EE', 'HK', 'JP', 'UZ', 'XWW', 'HK', 'VN', '\\N', 'BR', 'DK', 'UY', 'CA', 'RS', 'SE', 'AR', 'TW']",Not US,tl
34067,37439,204685,444429,444429,tt1663202,movie,The Revenant,The Revenant,0,2015,156,"['Action', 'Adventure', 'Drama']",8.0,824642.0,nm0327944,"['nm0000138', 'nm0362766', 'nm2401020', 'nm1727304']","['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter', 'Domhnall Gleeson']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['PL', 'AU', 'BG', 'KR', 'IL', 'DE', 'HU', 'BR', 'CA', 'UZ', 'PE', 'IE', 'LT', 'NL', 'RU', 'RO', 'GB', 'SE', 'UY', 'VN', 'IN', 'ID', 'JP', 'UA', 'CL', 'HK', 'MX', 'GR', 'HR', 'CA', 'PH', 'US', 'AR', 'TH', 'SK', 'EG', 'PT', 'EE', 'IT', 'LV', 'SG', 'TW', 'ES', 'NO', 'RS', 'NZ', 'CZ', 'ZA', 'UZ', 'FR', 'EC', '\\N', 'MX', 'SI', 'TR', 'IN']",US,en
17110,17545,69479,89039,89039,tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998,117,"['Comedy', 'Crime']",8.1,824355.0,"nm0001054,nm0001053","['nm0000313', 'nm0000422', 'nm0000194', 'nm0000114']","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['MX', 'NZ', 'AT', 'SI', 'EE', 'FR', 'IL', 'TW', 'ZA', 'AE', 'PT', 'SK', 'ID', 'UA', 'GR', 'HU', 'AU', 'VN', 'IN', 'FI', 'HK', 'PE', 'UZ', '\\N', 'NO', 'MX', 'IE', 'CA', 'HR', 'GB', 'BR', 'CA', 'LV', 'NL', 'RS', 'SE', 'IN', 'ES', 'JP', 'LT', 'PL', 'CZ', 'FI', 'UY', 'GR', 'TH', 'CN', 'PH', 'DE', 'US', 'BG', 'CA', 'KR', 'RO', 'IT', 'AR', 'EG', 'RU', 'SG', 'IR', 'TR', 'JP']",Not US,pl
17775,18242,71022,90759,90759,tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,136,"['Action', 'Adventure', 'Fantasy']",6.5,821460.0,nm0000184,"['nm0000191', 'nm0000553', 'nm0000204', 'nm0005157']","['Ewan McGregor', 'Liam Neeson', 'Natalie Portman', 'Jake Lloyd']",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['MX', 'NO', 'FI', 'US', 'FI', 'HU', 'IR', 'RS', 'GR', 'EE', '\\N', 'FI', 'HK', 'IL', 'IN', 'UY', 'KZ', 'VN', 'CN', 'EC', 'PT', 'CA', 'DK', 'RO', 'US', 'LV', 'SI', 'PA', 'TR', 'CA', 'JP', 'IN', 'GR', 'JP', 'RO', 'HR', 'EE', 'US', 'HU', 'LT', 'VE', 'AR', 'JP', 'IT', 'CA', 'US', 'GB', 'TH', 'CZ', 'PL', 'NL', 'PH', 'SK', 'GR', 'ZA', 'KR', 'SE', 'XWW', 'AT', 'EG', 'UA', 'BR', 'FR', 'FI', 'DE', 'AU', 'SG', 'ES', 'US', 'FI', 'TW', 'BG', 'ES', 'US', 'RS', 'FI', 'FI', 'PE', 'RU']",US,en
20249,21075,105195,155113,155113,tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,113,"['Drama', 'Mystery', 'Sci-Fi']",8.0,816973.0,nm0446819,"['nm0350453', 'nm0540441', 'nm0001521', 'nm0651660']","['Jake Gyllenhaal', 'Jena Malone', 'Mary McDonnell', 'Holmes Osborne']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,"['RO', 'BG', 'TH', 'UZ', 'AE', 'US', 'AR', 'SE', 'IN', 'RS', 'SG', 'JP', 'GR', 'CZ', 'NL', 'GB', 'PL', 'IN', 'KR', 'CA', 'IE', 'CL', 'PT', 'HU', 'ES', 'HK', 'IN', 'DE', 'EC', 'US', 'TR', 'GE', 'EG', 'CA', 'ID', 'RU', 'JP', 'ZA', 'BR', 'IL', 'IT', 'MX', 'FR', '\\N', 'UA', 'LT', 'VN', 'AU', 'TW', 'PH']",Not US,af
4367,4420,23129,36015,36015,tt0050083,movie,12 Angry Men,12 Angry Men,0,1957,96,"['Crime', 'Drama']",9.0,808859.0,nm0001486,"['nm0000020', 'nm0002011', 'nm0000842', 'nm0275835']","['Henry Fonda', 'Lee J. Cobb', 'Martin Balsam', 'John Fiedler']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['VE', 'BR', 'HK', 'JP', 'CA', 'IE', 'PH', 'TH', 'SI', 'ES', 'FI', 'FI', 'SK', 'XYU', 'XYU', 'IS', 'SE', 'IN', 'KR', 'RU', 'TR', 'BE', 'ES', 'AR', 'JP', 'HR', 'CSHH', 'SG', 'FR', 'PT', 'IR', 'XYU', 'GR', 'HU', 'AU', 'BR', 'GR', 'MX', 'HR', 'RO', 'NL', 'DK', 'VN', 'EG', 'PE', 'NO', 'GB', 'DE', 'AR', 'BG', 'PL', 'AE', 'FR', 'SUHH', 'CZ', 'EC', 'RO', 'US', 'LT', 'US', '\\N', 'IT', 'IN', 'ES', 'RS', 'CA', 'TW', 'ZA', 'EE', 'AT', 'CN', 'IL', 'GR', 'UZ', 'XWG', 'ID', 'CSHH', 'UA']",Not US,tl
17786,18258,71304,91212,91212,tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,140,"['Action', 'Adventure', 'Fantasy']",7.6,808296.0,nm0000184,"['nm0159789', 'nm0000204', 'nm0000191', 'nm0000168']","['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor', 'Samuel L. Jackson']",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['HK', 'CA', 'FI', 'UA', 'EE', 'DE', 'IT', 'CZ', 'IN', 'LT', 'ES', 'RO', 'AU', 'EC', 'MX', 'PR', 'ZA', 'NO', 'RS', '\\N', 'US', 'VE', 'AT', 'DK', 'FI', 'JP', 'US', 'ES', 'TR', 'TW', 'CA', 'HR', 'SK', 'KZ', 'MY', 'PE', 'GR', 'BE', 'CN', 'HU', 'UY', 'EG', 'CZ', 'CO', 'BR', 'PL', 'RS', 'RU', 'US', 'GR', 'US', 'JP', 'FR', 'SI', 'IN', 'GR', 'SG', 'JP', 'LV', 'IN', 'SE', 'VN', 'GR', 'FI', 'US', 'XWW', 'KR', 'CA', 'PT', 'NL', 'PH', 'AR', 'IL', 'TH', 'GB', 'GR', 'BG', 'US']",US,en
39921,44589,244878,596778,596778,tt3498820,movie,Captain America: Civil War,Captain America: Civil War,0,2016,147,"['Action', 'Sci-Fi']",7.8,807402.0,"nm0751648,nm0751577","['nm0262635', 'nm0000375', 'nm0424060', 'nm1659221']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['CZ', 'LT', 'US', 'EG', 'UY', 'DE', 'TH', 'AR', 'TR', 'PT', 'UZ', 'RU', 'TR', 'US', 'CA', 'HR', 'GB', 'GR', 'JP', 'RO', 'PT', 'UA', 'UY', 'HU', 'NL', 'AL', 'AR', 'PH', 'IL', 'IN', 'BG', 'CN', 'SI', 'SE', 'CL', 'IN', 'PE', 'BR', 'EC', 'SI', 'US', 'AE', 'CL', 'PL', 'SK', 'MX', 'RU', 'HK', 'KR', '\\N', 'CA', 'GR', 'TW', 'LV', 'US', 'AU', 'NZ', 'ZA', 'UZ', 'SG', 'TW', 'EE', 'ID', 'EE', 'UZ', 'HU', 'PL', 'IT', 'CO', 'FR', 'ES', 'VN', 'RS', 'US', 'US']",US,en
20127,20934,103857,152445,152445,tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,152,"['Adventure', 'Family', 'Fantasy']",7.6,805860.0,nm0001060,"['nm0705356', 'nm0342488', 'nm0001321', 'nm0001749']","['Daniel Radcliffe', 'Rupert Grint', 'Richard Harris', 'Maggie Smith']",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['BE', 'HR', 'XWW', 'IL', 'ES', 'SK', 'VN', 'IN', 'NL', 'CA', 'ZA', 'DE', 'UA', 'BG', 'EE', 'FR', 'IS', 'RS', 'TW', 'CL', 'RU', 'FI', 'AE', 'CN', 'HK', 'CZ', '\\N', 'GB', 'YUCS', 'LT', 'US', 'AR', 'PE', 'CA', 'IR', 'TR', 'IN', 'UY', 'PH', 'HU', 'IN', 'AL', 'SE', 'EC', 'IN', 'IN', 'GR', 'IN', 'UZ', 'JP', 'AU', 'IN', 'PL', 'ES', 'SG', 'IT', 'FI', 'GR', 'KR', '\\N', 'US', 'BR', 'TH', 'DK', 'ID', 'LV', 'NO', 'EG', 'MX', 'MK', 'PT', 'RO', 'SI']",US,en
28655,31162,169371,307686,307686,tt1119646,movie,The Hangover,The Hangover,0,2009,100,['Comedy'],7.7,804520.0,nm0680846,"['nm0302108', 'nm0177896', 'nm0058581', 'nm1159180']","['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['CA', 'HK', 'UY', 'CO', 'TH', 'DK', 'DE', 'SE', 'UA', 'UZ', 'NL', 'IN', 'MX', 'JP', 'GR', 'VE', 'CZ', 'ES', 'LV', 'PH', 'BE', 'GB', 'SG', 'ES', 'EC', 'AU', 'TW', 'RO', 'RU', 'PE', '\\N', 'EG', 'AR', 'JP', 'TR', 'AE', 'IL', 'US', 'NO', 'IN', 'SK', 'PL', 'BR', 'CA', 'HU', 'RS', 'ZA', 'HR', 'EE', 'BG', 'GR', 'IT', 'CN', 'FR', 'IL', 'PT', 'ID', 'LT', 'KR', 'VN', 'FI']",US,en
35024,38616,210825,463778,463778,tt1825683,movie,Black Panther,Black Panther,0,2018,134,"['Action', 'Adventure', 'Sci-Fi']",7.3,798377.0,nm3363032,"['nm1569276', 'nm0430107', 'nm2143282', 'nm1775091']","['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['IL', 'HU', 'ZA', 'LV', 'PT', 'US', 'GB', 'LT', 'SG', 'EC', 'ID', 'NL', 'CA', 'BR', 'PE', 'CL', 'TW', 'EG', 'JP', 'MX', 'SK', 'PL', 'ES', 'DE', 'PH', 'IS', 'UZ', 'TH', 'US', 'AT', 'RO', 'IT', 'AE', 'UA', 'IN', 'CO', 'FR', 'RS', 'HK', 'UZ', 'IE', 'BG', 'CA', 'UY', 'XWW', 'AR', 'KR', 'AU', 'IN', '\\N', 'IN', 'VN', 'TR', 'SE', 'NZ', 'CZ', 'RU', 'GR']",US,en
28222,30683,166791,298545,298545,tt10872600,movie,Spider-Man: No Way Home,Spider-Man: No Way Home,0,2021,148,"['Action', 'Adventure', 'Fantasy']",8.2,788874.0,nm1218281,"['nm4043618', 'nm3918035', 'nm1212722', 'nm8188622']","['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon']",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['ES', 'HK', 'CA', 'CO', 'JP', 'CZ', 'IE', 'US', 'DE', 'UA', 'RU', 'BG', 'CN', 'AT', 'AZ', 'ZA', 'HU', 'PL', 'IL', 'IT', 'TW', 'NL', 'FR', 'IN', 'IL', 'UZ', 'AR', 'ID', 'US', 'PT', 'UY', 'SG', 'TR', 'CA', 'JP', 'VN', 'BR', 'AU', 'NZ', 'KR', 'BA', 'EG', '\\N', 'GB', 'DK', 'SK', 'RS', 'AE', 'HR', 'LT', 'CL', 'PH', 'SI', 'TH', 'US', 'SE', 'VE', 'XKO', 'GR', 'IN', 'PE', 'LV', 'VE', 'MX', 'UZ', 'RO', 'KZ', 'EC', 'HK']",US,en
29770,32431,175312,331206,331206,tt1205489,movie,Gran Torino,Gran Torino,0,2008,116,['Drama'],8.1,787401.0,nm0000142,"['nm0000142', 'nm3057402', 'nm1542291', 'nm3115704']","['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['ES', 'EG', 'TW', 'HK', '\\N', 'HU', 'CA', 'JP', 'DK', 'TR', 'KR', 'UA', 'UA', 'CA', 'ID', 'UY', 'US', 'CN', 'VN', 'DE', 'NO', 'PT', 'IL', 'RU', 'TH', 'RO', 'RS', 'CZ', 'SE', 'BG', 'JP', 'ZA', 'UZ', 'BR', 'AR', 'HR', 'LV', 'GR', 'IT', 'MX', 'FR', 'IN', 'NL', 'GB', 'PL', 'SG', 'AU', 'IN']",US,en
36186,40011,219055,493521,493521,tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,114,"['Biography', 'Drama', 'Thriller']",8.0,786485.0,nm0878763,"['nm1212722', 'nm0461136', 'nm0328828', 'nm1395602']","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Allen Leech']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,"['AU', 'TR', 'HK', 'ES', 'EG', 'BR', 'UZ', 'RS', 'PH', 'TH', 'KR', 'CO', 'JP', 'PE', 'SE', 'EC', 'IN', 'IL', 'FI', 'IT', 'SK', 'BA', 'UA', 'IE', 'NL', 'HU', 'GB', 'LV', 'VE', 'EE', 'RU', 'IN', 'CA', 'SI', 'RS', 'RO', 'CA', 'FI', 'ID', '\\N', 'VN', 'US', 'CN', 'SG', 'PT', 'FR', 'GR', 'HR', 'NZ', 'PL', 'LT', 'AR', 'ZA', 'TW', 'ES', 'BG', 'DE', 'IT', 'CZ', 'MX', 'AZ', 'KZ', 'CL']",US,en
26739,28989,158622,268449,268449,tt0947798,movie,Black Swan,Black Swan,0,2010,108,"['Drama', 'Thriller']",8.0,785881.0,nm0004716,"['nm0000204', 'nm0005109', 'nm0001993', 'nm0000213']","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Winona Ryder']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,"['EG', '\\N', 'SI', 'UA', 'GE', 'LV', 'BG', 'IN', 'TW', 'ID', 'AU', 'VN', 'EE', 'RO', 'FR', 'TR', 'IL', 'IN', 'ES', 'JP', 'EC', 'ZA', 'IT', 'PL', 'GB', 'UA', 'HU', 'IN', 'PE', 'DE', 'JP', 'PT', 'SG', 'VE', 'UZ', 'MX', 'US', 'CL', 'KR', 'CA', 'SK', 'SE', 'GR', 'BR', 'CN', 'CZ', 'TH', 'HK', 'NL', 'PH', 'RU', 'CA', 'UY', 'LT', 'RS', 'AR', 'AE', 'HR']",US,en
20214,21032,104859,154567,154567,tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,125,"['Adventure', 'Animation', 'Family']",8.6,785171.0,nm0594503,"['nm0153738', 'nm0687189', 'nm0997115', 'nm0383708']","['Daveigh Chase', 'Suzanne Pleshette', 'Miyu Irino', 'Rumi Hiiragi']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['RS', 'BG', 'IL', 'EC', 'IN', 'CN', 'UA', 'EE', 'CH', '\\N', 'ES', 'SE', 'ES', 'PT', 'UZ', 'CO', 'CZ', 'AR', 'IR', 'ES', 'KR', 'US', 'SK', 'NL', 'HU', 'DE', 'IE', 'CA', 'PH', 'PL', 'TR', 'HK', 'RU', 'FI', 'AU', 'MY', 'AT', 'CA', '\\N', 'IN', 'IN', 'VN', 'XAS', 'NL', 'FR', 'JP', 'CH', 'US', 'ZA', 'FI', 'TW', 'BD', 'IN', 'JP', 'DK', 'UY', 'CH', 'XWW', 'HR', 'AZ', 'JP', 'GB', 'VE', 'SG', '\\N', 'ID', 'PE', 'BE', 'LT', 'BR', 'GR', 'SI', 'BE', 'TH', 'EG', 'CA', 'AE', 'RO', 'XWW', 'IT', 'CL', 'MX', 'XEU', 'NO']",Not US,sw
11065,11249,47242,62959,62959,tt0083658,movie,Blade Runner,Blade Runner,0,1982,117,"['Action', 'Drama', 'Sci-Fi']",8.1,785051.0,nm0000631,"['nm0000148', 'nm0000442', 'nm0000707', 'nm0001579']","['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['FI', 'GB', 'TR', 'CA', 'SI', 'FI', 'ES', 'HK', 'SK', 'KR', 'UA', 'XYU', 'MX', 'DE', 'EC', 'US', 'XWW', 'LT', 'CL', 'XWW', 'CA', 'US', 'ID', 'RO', 'ZA', 'IN', 'PT', 'TW', 'FR', 'IL', 'IT', 'MX', 'LV', 'CN', 'BR', 'JP', 'AU', 'SUHH', 'LT', 'GR', 'SG', '\\N', 'EG', 'IN', 'JP', 'RS', 'DK', 'AE', 'XYU', 'UY', 'CSHH', 'XWW', 'CZ', 'IR', 'IN', 'PH', 'RS', 'HR', 'CSHH', 'TH', 'IN', 'BG', 'XWW', 'XWW', 'AR', 'EE', 'PL', 'SE', 'PT', 'VN', 'IN', 'XYU', 'IN', 'JP', 'FI', 'GR', 'XWG', 'VE', 'HU', 'RU', 'DE', 'NL']",Not US,no
