,Unnamed: 0.2,Unnamed: 0.1,index,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,nconst,primaryName,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Talk-Show,Thriller,War,Western,Action.1,Adult.1,Adventure.1,Animation.1,Biography.1,Comedy.1,Crime.1,Documentary.1,Drama.1,Family.1,Fantasy.1,Film-Noir.1,History.1,Horror.1,Music.1,Musical.1,Mystery.1,News.1,Reality-TV.1,Romance.1,Sci-Fi.1,Sport.1,Thriller.1,War.1,Western.1,Action.2,Adult.2,Adventure.2,Animation.2,Biography.2,Comedy.2,Crime.2,Documentary.2,Drama.2,Family.2,Fantasy.2,Film-Noir.2,History.2,Horror.2,Music.2,Musical.2,Mystery.2,News.2,Reality-TV.2,Romance.2,Sci-Fi.2,Sport.2,Thriller.2,War.2,Western.2,region_x,region_y,origin,Language
10237,10399,44237,59504,59504,tt0079417,movie,Kramer vs. Kramer,Kramer vs. Kramer,0,1979,105,['Drama'],7.8,149027.0,nm0000914,"['nm0000163', 'nm0000658', 'nm0000737', 'nm0377888']","['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander', 'Justin Henry']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['GR', '\\N', 'JP', 'UZ', 'CSHH', 'TR', 'SG', 'DK', 'RS', 'LT', 'FI', 'EG', 'NO', 'UA', 'EE', 'MX', 'BR', 'SI', 'DE', 'IT', 'XWG', 'UY', 'PL', 'US', 'AT', 'US', 'BE', 'FI', 'JP', 'FR', 'HU', 'MX', 'IR', 'HR', 'SUHH', 'IL', 'TW', 'PT', 'CA', 'CSHH', 'GB', 'NL', 'IN', 'GR', 'VN', 'IN', 'ES', 'AR', 'CA', 'SE', 'BG', 'RO', 'AU']",Not US,sv
17488,17944,70464,90148,90148,tt0120102,movie,Seven Years in Tibet,Seven Years in Tibet,0,1997,136,"['Adventure', 'Biography', 'Drama']",7.1,148983.0,nm0000269,"['nm0000093', 'nm0000667', 'nm0000703', 'nm0538683']","['Brad Pitt', 'David Thewlis', 'BD Wong', 'Mako']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['KR', 'SG', 'GB', 'CA', 'NL', 'LT', 'PL', 'UA', 'FI', 'GR', 'DE', 'RS', 'NO', 'DK', 'EG', 'HU', 'JP', 'LV', 'RO', 'TH', 'BR', 'FR', 'PH', 'US', 'PT', 'TW', 'MX', 'IN', 'IT', 'RU', 'CA', 'CZ', 'EE', 'ES', 'SI', 'UY', 'AU', 'ES', 'SE', 'BG', 'TR', 'IN', 'HK', 'AT', '\\N', 'AR', 'GR', 'IL', 'HR', 'ZA']",US,en
21413,22634,119419,182735,182735,tt0301357,movie,Good Bye Lenin!,Good Bye Lenin!,0,2003,121,"['Comedy', 'Drama', 'Romance']",7.7,148927.0,nm0065615,"['nm0117709', 'nm0765911', 'nm0451122', 'nm0525518']","['Daniel Brühl', 'Katrin Sass', 'Chulpan Khamatova', 'Florian Lukas']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"['DE', 'FR', 'IL', 'IT', 'IN', 'NL', 'CA', 'HR', 'ES', 'TR', 'JP', 'HU', 'PT', 'SE', 'AR', 'PL', 'XWW', 'TW', 'GB', 'HK', 'BG', 'US', 'MX', 'CA', 'GR', 'UY', 'HK', '\\N', 'RU', 'UA', 'EG', 'DE', 'RS', 'BR', 'AU', 'CL', 'SI', 'RO', 'FI', 'FI', 'GR', 'GR', 'LT', 'FI', 'JP']",Not US,af
22721,24175,132767,211644,211644,tt0369441,movie,Fun with Dick and Jane,Fun with Dick and Jane,0,2005,90,"['Comedy', 'Crime']",6.2,148796.0,nm0661751,"['nm0000120', 'nm0000495', 'nm0000285', 'nm0420955']","['Jim Carrey', 'Téa Leoni', 'Alec Baldwin', 'Richard Jenkins']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['IL', 'PT', 'AR', 'UA', 'IN', 'AU', 'HR', 'TR', 'VN', 'AT', 'DE', 'RS', '\\N', 'CA', 'AE', 'DE', 'LV', 'BG', 'GR', 'PH', 'GB', 'ES', 'RO', 'RU', 'TH', 'BR', 'GR', 'FR', 'JP', 'MX', 'ZA', 'IT', 'SE', 'SI', 'GB', 'CA', 'US', 'FI', 'US', 'SG', 'EG', 'PL', 'LT', 'TW', 'SE', 'ID', 'HU', 'NL', 'CZ']",US,en
31153,34018,184172,364214,364214,tt1334260,movie,Never Let Me Go,Never Let Me Go,0,2010,103,"['Drama', 'Romance', 'Sci-Fi']",7.1,148738.0,nm0738796,"['nm0461136', 'nm1659547', 'nm1940449', 'nm3505032']","['Keira Knightley', 'Carey Mulligan', 'Andrew Garfield', 'Izzy Meikle-Small']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,"['BR', 'SE', 'CA', 'LT', 'RO', 'IN', 'VN', 'SI', 'GR', 'GB', 'SK', 'BG', 'TH', 'NL', 'PH', 'FR', 'EG', 'FR', 'RS', 'AR', 'JP', 'HR', 'HU', 'GE', 'PL', 'SG', 'US', 'PT', 'ID', 'IL', 'RU', 'DE', 'KR', 'TR', '\\N', 'IN', 'ZA', 'ES', 'UA', 'AU', 'GR', 'EE', 'IT', 'CA', 'TW', 'HK', 'MX', 'VE', 'FI']",Not US,nl
32252,35248,191892,395134,395134,tt1441395,movie,Under the Skin,Under the Skin,0,2013,108,"['Drama', 'Horror', 'Mystery']",6.3,148715.0,nm0322242,"['nm0424060', 'nm4835245', 'nm5860325', 'nm5860326']","['Scarlett Johansson', 'Jeremy McWilliams', 'Lynsey Taylor Mackay', 'Dougie McConnell']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,"['RU', 'CA', 'HR', 'AE', 'HU', 'DE', 'JP', '\\N', 'GR', 'IE', 'AU', 'UA', 'PT', 'HK', 'PL', 'EG', 'BG', 'TW', 'GR', 'IN', 'LV', 'CA', 'MX', 'SE', 'ES', 'EC', 'RO', 'US', 'SI', 'TH', 'CZ', 'ID', 'BR', 'PH', 'IN', 'LT', 'FR', 'IL', 'IT', 'KR', 'TR', 'ZA', 'NL', 'SG', 'RS', 'GB', 'EE']",US,en
21553,22801,120705,185162,185162,tt0307987,movie,Bad Santa,Bad Santa,0,2003,92,"['Comedy', 'Crime', 'Drama']",7.1,148644.0,nm0959062,"['nm0000671', 'nm0005170', 'nm0334179', 'nm0000615']","['Billy Bob Thornton', 'Bernie Mac', 'Lauren Graham', 'John Ritter']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['LT', 'DE', 'EE', 'IE', 'EC', 'US', 'FI', 'IN', 'AR', 'GR', 'RS', 'GR', 'GR', 'FR', 'IL', 'TW', 'UA', 'ID', 'RO', 'PL', 'AU', 'GB', 'JP', 'IT', 'ZA', '\\N', 'CA', 'GR', 'TR', 'AE', 'BR', 'US', 'LV', 'MX', 'RU', 'PT', 'SE', 'HR', 'BG', 'SI', 'VN', 'PE', 'NL', 'UY', 'KR', 'PH', 'ES', 'IN', 'HU', 'CZ', 'CA']",Not US,so
47896,54024,293640,779191,779191,tt9639470,movie,Last Night in Soho,Last Night in Soho,0,2021,116,"['Drama', 'Horror', 'Mystery']",7.0,148558.0,nm0942367,"['nm5057169', 'nm5896355', 'nm1741002', 'nm0001671']","['Thomasin McKenzie', 'Anya Taylor-Joy', 'Matt Smith', 'Diana Rigg']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,"['CO', 'EG', 'IE', 'CA', 'IL', 'GB', 'NL', 'KR', 'BR', 'UY', 'PH', 'SE', 'HR', 'LU', 'RU', 'IN', 'SK', 'TR', 'AE', 'ID', 'PE', 'AR', 'IT', 'PL', 'CA', 'CZ', 'PT', 'AU', 'IN', '\\N', 'VN', 'DK', 'JP', 'TW', 'LV', 'BY', 'RS', 'SG', 'UA', 'CL', 'LT', 'HK', 'NZ', 'DE', 'AT', 'BG', 'MX', 'ZA', 'EC', 'FR', 'SI', 'HK', 'HU', 'TH', 'US', 'GR', 'ES']",US,en
41585,46648,255468,633957,633957,tt4500922,movie,Maze Runner: The Death Cure,Maze Runner: The Death Cure,0,2018,143,"['Action', 'Adventure', 'Sci-Fi']",6.2,148389.0,nm1226871,"['nm3729721', 'nm3859624', 'nm2546012', 'nm1032473']","[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario', 'Thomas Brodie-Sangster']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['IL', 'RO', 'VN', 'SK', 'UZ', '\\N', 'EG', 'HR', 'IN', 'US', 'AU', 'FI', 'MX', 'HU', 'CL', 'CZ', 'EC', 'ID', 'US', 'BR', 'IE', 'NZ', 'ZA', 'PE', 'US', 'SI', 'CA', 'LT', 'NL', 'GB', 'CA', 'EE', 'NZ', 'DE', 'AT', 'TW', 'UZ', 'BG', 'IN', 'HK', 'TR', 'PL', 'US', 'CO', 'GR', 'FR', 'ES', 'US', 'GR', 'SE', 'AR', 'DK', 'PH', 'TH', 'SG', 'JP', 'RU', 'KR', 'XWW', 'IT', 'UA', 'UY', 'LV', 'PT', 'NO', 'RS', 'US', 'PL']",US,en
10785,10960,46322,61887,61887,tt0082340,movie,Escape from New York,Escape from New York,0,1981,99,"['Action', 'Adventure', 'Sci-Fi']",7.1,148246.0,nm0000118,"['nm0000621', 'nm0001812', 'nm0000308', 'nm0000587']","['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine', 'Donald Pleasence']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['FR', 'IN', 'HR', 'AU', 'JP', 'PH', 'AT', 'CZ', 'TH', 'DK', 'FI', '\\N', 'AE', 'AR', 'FR', 'US', 'XYU', 'ES', 'ES', 'BE', 'FI', 'SE', 'LT', 'CA', 'NO', 'TW', 'SI', 'IN', 'GR', 'PT', 'NO', 'BG', 'SK', 'RO', 'VE', 'NL', 'PL', 'CA', 'MX', 'GB', 'PE', 'MX', 'RS', 'XYU', 'PT', 'ZA', 'RU', 'DE', 'XWG', 'HR', 'TR', 'BR', 'EC', 'UA', 'XYU', 'US', 'SG', 'IT', 'HU', 'JP', 'RS', 'US', 'SI', 'EG', 'IL']",US,en
25075,26972,148554,245990,245990,tt0475394,movie,Smokin' Aces,Smokin' Aces,0,2006,109,"['Action', 'Comedy', 'Crime']",6.6,148193.0,nm0138620,"['nm0005315', 'nm0005351', 'nm0000501', 'nm0750826']","['Jeremy Piven', 'Ryan Reynolds', 'Ray Liotta', 'Joseph Ruskin']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['US', 'RU', 'SE', 'HU', 'ZA', 'LT', 'PL', 'CZ', 'GR', 'JP', '\\N', 'RO', 'EG', 'PT', 'IT', 'MX', 'TR', 'RS', 'CA', 'TW', 'FR', 'IN', 'BG', 'CA', 'CO', 'NL', 'AR', 'GB', 'SI', 'EE', 'GR', 'FR', 'IL', 'AU', 'VN', 'AR', 'IN', 'DE', 'NO', 'HR', 'ES', 'UA', 'BR']",US,en
13979,14255,57645,74920,74920,tt0099077,movie,Awakenings,Awakenings,0,1990,121,"['Biography', 'Drama']",7.8,148113.0,nm0001508,"['nm0000134', 'nm0000245', 'nm0001413', 'nm0625724']","['Robert De Niro', 'Robin Williams', 'Julie Kavner', 'Ruth Nelson']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['NL', 'IT', 'JP', 'EG', 'DK', 'SUHH', 'MX', 'CZ', 'SE', 'UA', 'EE', 'CA', 'GR', 'SG', 'US', 'SI', 'DE', '\\N', 'IL', 'RS', 'GR', 'RO', 'AU', 'FR', 'ES', 'IN', 'PL', 'NO', 'BG', 'PE', 'TR', 'LT', 'IN', 'ID', 'KR', 'CA', 'HR', 'PT', 'HK', 'AR', 'TW', 'AT', 'FI', 'BR', 'AE', 'CSHH', 'TH', 'GB', 'PH', 'HU']",Not US,af
34724,38237,208718,457029,457029,tt1764234,movie,Killing Them Softly,Killing Them Softly,0,2012,97,"['Crime', 'Drama', 'Thriller']",6.2,148041.0,nm0231596,"['nm0000093', 'nm0000501', 'nm0420955', 'nm1058940']","['Brad Pitt', 'Ray Liotta', 'Richard Jenkins', 'Scoot McNairy']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,"['IL', 'SE', 'GE', 'NZ', 'HR', 'RS', 'ZA', 'ES', 'GR', 'UA', 'TR', 'UY', 'IN', 'TW', 'CA', 'BR', 'PL', 'KR', 'BG', 'CL', 'MX', 'CO', 'NL', 'JP', 'AR', 'GB', 'JP', 'IN', 'IT', 'SI', 'FR', 'PT', 'RU', 'HU', 'AU', 'LT', 'US', 'CA', '\\N', 'EG', 'LV', 'ES', 'US', 'DE', 'EE', 'TH', 'PE']",US,en
46587,52571,285909,746058,746058,tt8178634,movie,RRR,RRR (Rise Roar Revolt),0,2022,187,"['Action', 'Drama']",7.8,147988.0,nm1442514,"['nm1694524', 'nm2776304', 'nm0222426', 'nm1017633']","['N.T. Rama Rao Jr.', 'Ram Charan', 'Ajay Devgn', 'Alia Bhatt']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['NO', 'IL', 'IT', 'FR', 'AU', 'IN', 'KR', 'EG', 'JP', 'CA', 'TR', 'CA', 'ID', 'NL', '\\N', 'BR', 'PH', 'TW', 'GB', 'PL', 'SG', 'IN', 'PT', 'UA', 'ES', 'CH', 'AE', '\\N', 'ZA', 'IN', 'EG', 'CA', 'TH', 'XWW', 'DE', 'NO', 'SE', 'EC', 'US', 'IN', 'IN', 'RU', 'AR', 'SE', 'HK']",Not US,ro
15219,15560,62359,80536,80536,tt0106489,movie,A Bronx Tale,A Bronx Tale,0,1993,121,"['Crime', 'Drama']",7.8,147805.0,nm0000134,"['nm0000134', 'nm0001590', 'nm0000969', 'nm0135584']","['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['DK', 'GB', 'IT', 'MX', 'NL', 'AT', 'RU', 'PH', 'PT', 'RO', 'IN', 'EG', 'VN', 'SG', 'RS', 'EC', 'US', 'HR', 'NO', 'CA', 'IL', 'BG', '\\N', 'HK', 'FI', 'FI', 'PL', 'AU', 'SE', 'ZA', 'UA', 'VE', 'GR', 'ES', 'KR', 'RO', 'EE', 'TR', 'LT', 'IN', 'JP', 'RU', 'GR', 'BG', 'CZ', 'FR', 'AE', 'CA', 'BR', 'RS', 'DE', 'FI', 'TW', 'AR', 'HU']",US,en
20918,22023,114460,173441,173441,tt0280590,movie,Mr. Deeds,Mr. Deeds,0,2002,96,"['Comedy', 'Romance']",5.8,147719.0,nm0109359,"['nm0001191', 'nm0000213', 'nm0001806', 'nm0184445']","['Adam Sandler', 'Winona Ryder', 'John Turturro', 'Allen Covert']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"['GR', 'TH', 'BR', 'AT', 'IN', 'IN', 'PL', 'IT', 'CA', 'XWW', 'LT', 'LV', 'CZ', 'US', 'JP', 'AU', '\\N', 'HU', 'DK', 'AR', 'HK', 'TR', 'RS', 'TW', 'RU', 'SE', 'SI', 'ZA', 'SK', 'BG', 'IL', 'MX', 'DE', 'PT', 'NL', 'SG', 'GB', 'VN', 'US', 'HR', 'PE', 'ES', 'CA', 'EE', 'FR', 'PH', 'UA', 'GR', 'FI', 'US']",Not US,nl
16324,16713,66550,85562,85562,tt0113568,movie,Ghost in the Shell,Kôkaku kidôtai,0,1995,83,"['Action', 'Animation', 'Crime']",7.9,147692.0,nm0651900,"['nm0848968', 'nm0443509', 'nm0960033', 'nm0945290']","['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Ôtsuka', 'Kôichi Yamadera']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['PT', 'CO', 'FR', 'UA', 'IT', 'MX', 'BR', 'ZA', 'JP', 'CA', 'PE', 'JP', 'NL', 'PL', 'SG', 'SI', 'GB', 'IR', 'XWW', 'HU', 'ES', 'DE', 'TW', 'FI', 'SE', 'TR', 'NO', '\\N', 'JP', 'KR', 'HR', 'AR', 'US', 'UA', 'CL', 'IL', 'IN', 'AU', 'HU', 'EG', 'RU', 'PL', 'CA', 'UA', 'RS', 'UY', 'CN', 'US', 'IN', 'HK', '\\N', 'TH', 'CL', 'CN', 'XWW', 'FI']",Not US,sw
17706,18172,70922,90653,90653,tt0120768,movie,The Negotiator,The Negotiator,0,1998,140,"['Action', 'Crime', 'Drama']",7.3,147597.0,nm0336620,"['nm0000168', 'nm0000228', 'nm0001556', 'nm0726492']","['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin']",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['DK', 'AT', 'CZ', 'RO', 'FR', 'IN', 'NO', 'TR', 'HU', 'MX', 'PH', 'NL', 'JP', 'GB', 'CA', 'PE', 'VN', 'IT', 'ES', 'BG', 'DE', 'TW', 'PL', 'FI', 'FI', 'LT', 'ZA', 'IN', 'RU', 'HR', 'BR', 'IL', 'BR', 'GR', 'AR', 'AU', 'SE', 'JP', '\\N', 'SI', 'UY', 'CA', 'PT', 'EE', 'US', 'SK', 'TH', 'GR', 'RS']",US,en
24980,26860,148048,244789,244789,tt0471042,movie,Tower Heist,Tower Heist,0,2011,104,"['Action', 'Comedy', 'Crime']",6.2,147469.0,nm0711840,"['nm0000552', 'nm0001774', 'nm0000729', 'nm0000257']","['Eddie Murphy', 'Ben Stiller', 'Casey Affleck', 'Alan Alda']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['PL', 'SE', 'CN', 'SK', 'IN', 'GR', 'CL', 'US', 'MX', 'PT', 'RO', 'NL', 'SI', 'US', 'PH', 'TH', 'GB', 'IT', 'RS', 'LT', 'EG', 'BR', 'BG', 'HU', 'JP', 'CA', 'US', 'SG', 'FR', 'RU', 'ZA', '\\N', 'TW', 'ES', 'HR', 'UA', 'TR', 'ID', 'AR', 'CZ', 'LV', 'IN', 'DK', 'CA', 'UY', 'VN', 'AU', 'JP', 'CO', 'IL', 'DE', 'GR']",Not US,de
23261,24814,136755,220353,220353,tt0391198,movie,The Grudge,The Grudge,0,2004,91,"['Horror', 'Mystery', 'Thriller']",5.9,147412.0,nm1234345,"['nm0001264', 'nm0004736', 'nm0245112', 'nm0544611']","['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall', 'William Mapother']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,"['PT', 'ES', 'LV', 'AU', 'DE', 'PH', 'TH', 'RU', 'BR', 'ID', 'IL', 'CA', 'ZA', 'RS', 'EE', 'EC', 'US', 'SG', 'CA', 'RO', 'HR', 'UA', 'VE', 'PL', 'GR', 'CL', 'US', 'CZ', 'IN', 'DK', 'JP', 'TW', 'FI', 'MX', 'HU', 'NL', 'TR', 'DE', 'GB', 'JP', '\\N', 'LT', 'IN', 'NO', 'SE', 'AR', 'BG', 'EG', 'IT', 'FR', 'GR']",US,en
2741,2778,16792,28700,28700,tt0040746,movie,Rope,Rope,0,1948,80,"['Crime', 'Drama', 'Mystery']",7.9,147355.0,nm0000033,"['nm0000071', 'nm0197982', 'nm0335048', 'nm0389516']","['James Stewart', 'John Dall', 'Farley Granger', 'Dick Hogan']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"['US', 'US', 'UY', 'CA', 'GR', 'SUHH', 'UA', 'ES', 'GR', 'HU', 'AR', 'AR', 'NL', 'RO', 'PL', 'GB', 'IS', 'RO', 'PT', 'KR', 'AU', 'BE', 'BE', 'IT', 'IR', 'VE', 'BG', 'EG', 'FR', 'LT', 'SE', 'DE', 'IN', '\\N', 'CA', 'HK', 'RO', 'FI', 'BR', 'NO', 'AT', 'TR', 'GR', 'RU', 'IN', 'RS', 'CZ', 'DK', 'IL', 'MX', 'IT', 'FI', 'PL', 'HR', 'GB', 'SI', 'XWG', 'JP', 'TW']",Not US,ro
1803,1829,12482,23696,23696,tt0034492,movie,Bambi,Bambi,0,1942,69,"['Adventure', 'Animation', 'Drama']",7.3,147326.0,"nm0019282,nm0035899,nm0359457,nm0373871,nm0730860,nm0766402,nm0942687,nm0204190,nm0314671","['nm0017013', 'nm0018755', 'nm1027883', 'nm0066951']","['Hardie Albright', nan, nan, nan]",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['PH', 'DE', 'NO', 'NL', 'PL', 'VN', 'GB', 'FI', 'TR', 'AU', 'LT', 'JP', 'US', 'IN', 'TW', 'FR', 'HR', 'GR', 'IT', 'MX', 'CA', 'ES', 'PT', 'RS', 'JP', 'XWG', 'US', 'UA', 'RO', 'US', 'BG', 'CZ', 'HU', 'RU', 'PE', 'SE', 'AT', 'GR', 'BR', 'AR', 'IN', '\\N', 'DK', 'US', 'FI', 'CA']",Not US,id
17398,17847,70209,89858,89858,tt0119738,movie,My Best Friend's Wedding,My Best Friend's Wedding,0,1997,105,"['Comedy', 'Drama', 'Romance']",6.3,147247.0,nm0389591,"['nm0000210', 'nm0000551', 'nm0000139', 'nm0000391']","['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz', 'Rupert Everett']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"['AU', 'IT', 'TW', 'ZA', 'MX', 'IL', 'RO', 'VE', 'FI', 'FI', 'EE', 'HR', 'BR', 'RS', '\\N', 'HK', 'CA', 'BG', 'RU', 'NL', 'CZ', 'ES', 'JP', 'GB', 'SK', 'EE', 'GR', 'UA', 'IN', 'HU', 'CL', 'IN', 'SG', 'AR', 'FR', 'US', 'PE', 'EE', 'PH', 'DE', 'TH', 'PT', 'EC', 'NO', 'FI', 'AT', 'EG', 'SI', 'TR', 'CA', 'LT', 'ES', 'PL', 'DK', 'JP', 'RO', 'SE']",Not US,de
